Date,Start_Hour,End_Hour,Source,Production
4/9/2022,22,23,Wind,1982
3/14/2020,9,10,Wind,5211
9/11/2025,17,18,Wind,14879
7/12/2020,18,19,Wind,4023
10/15/2025,10,11,Solar,6940
3/17/2025,16,17,Wind,14877
8/7/2020,21,22,Wind,1119
4/13/2020,5,6,Wind,4328
5/31/2020,23,0,Wind,6056
5/28/2023,17,18,Wind,6428
8/23/2022,4,5,Wind,1005
7/30/2020,17,18,Solar,3388
12/25/2021,7,8,Wind,1572
11/16/2024,6,7,Wind,1374
5/6/2022,1,2,Wind,3436
7/25/2023,7,8,Wind,5855
6/30/2023,0,1,Wind,2447
6/21/2020,1,2,Wind,1887
3/30/2020,23,0,Wind,7156
11/7/2022,5,6,Wind,11253
8/2/2025,3,4,Wind,3930
12/14/2020,9,10,Wind,8267
5/12/2024,7,8,Wind,4275
1/12/2020,22,23,Wind,3733
8/8/2021,1,2,Wind,7331
5/11/2022,5,6,Wind,3101
10/1/2023,21,22,Wind,2395
2/23/2022,12,13,Solar,5805
10/22/2023,23,0,Wind,3732
6/14/2024,12,13,Wind,12826
3/4/2025,15,16,Solar,6290
6/23/2024,13,14,Solar,4302
10/22/2021,19,20,Wind,2834
7/10/2024,0,1,Wind,2264
11/4/2020,13,14,Solar,4014
11/15/2022,9,10,Wind,10782
1/28/2023,23,0,Wind,2268
4/19/2024,11,12,Wind,16276
7/23/2024,13,14,Wind,14087
10/6/2023,20,21,Wind,1085
7/7/2022,15,16,Wind,10600
6/30/2024,6,7,Wind,3753
5/5/2021,12,13,Wind,11434
10/9/2022,13,14,Solar,6807
1/9/2024,16,17,Wind,4360
6/19/2023,18,19,Wind,4195
1/24/2025,22,23,Wind,11288
6/21/2022,21,22,Wind,1796
9/7/2023,7,8,Wind,2686
6/24/2023,11,12,Solar,8244
4/28/2025,2,3,Wind,3071
5/15/2021,5,6,Wind,4264
5/25/2023,2,3,Wind,6906
9/14/2020,13,14,Solar,5071
4/7/2024,22,23,Wind,5202
6/21/2022,4,5,Wind,3804
7/4/2025,3,4,Wind,5286
9/21/2021,19,20,Wind,2280
3/4/2024,9,10,Wind,6988
7/27/2021,22,23,Wind,3166
4/9/2025,1,2,Wind,5058
7/4/2021,13,14,Wind,6911
10/20/2021,20,21,Wind,13048
11/27/2022,20,21,Wind,7343
3/17/2025,14,15,Wind,15549
3/14/2024,7,8,Wind,6363
5/10/2020,18,19,Wind,4802
12/27/2020,6,7,Wind,11736
11/21/2021,9,10,Wind,1770
11/28/2025,15,16,Wind,7931
12/9/2021,11,12,Wind,7038
3/16/2024,22,23,Wind,2197
8/5/2020,16,17,Solar,4806
4/6/2025,19,20,Wind,8524
2/23/2022,7,8,Wind,888
12/22/2020,7,8,Wind,10664
6/10/2023,8,9,Solar,3002
11/13/2025,6,7,Wind,10431
3/16/2022,2,3,Wind,4258
9/16/2025,2,3,Wind,11697
11/21/2020,23,0,Wind,2372
12/12/2024,5,6,Wind,3271
6/15/2023,10,11,Solar,5298
2/24/2023,0,1,Wind,6635
4/1/2022,13,14,Wind,14543
4/20/2021,6,7,Wind,577
6/17/2024,21,22,Wind,1375
6/29/2021,8,9,Solar,2049
5/7/2023,5,6,Wind,1473
8/9/2020,4,5,Wind,1263
11/9/2024,6,7,Wind,884
7/3/2024,15,16,Wind,12305
2/26/2020,19,20,Wind,6383
7/8/2025,10,11,Solar,10854
12/27/2023,16,17,Wind,13272
2/8/2025,22,23,Wind,4543
10/25/2024,10,11,Wind,6611
12/2/2021,7,8,Wind,7999
5/10/2024,3,4,Wind,5301
1/31/2023,10,11,Wind,6313
2/28/2024,9,10,Wind,4006
10/27/2022,17,18,Wind,5638
11/9/2024,21,22,Wind,622
11/26/2020,7,8,Wind,2650
12/12/2022,16,17,Wind,3694
1/8/2022,3,4,Wind,6540
7/22/2023,5,6,Wind,1465
12/21/2020,13,14,Wind,12706
2/16/2021,20,21,Wind,9859
8/18/2020,22,23,Wind,728
2/2/2020,16,17,Wind,11800
4/22/2020,20,21,Wind,2587
6/5/2020,7,8,Wind,5969
5/23/2024,11,12,Solar,6613
3/20/2022,1,2,Wind,6580
5/19/2024,11,12,Solar,2794
9/6/2023,17,18,Solar,4611
4/22/2021,16,17,Wind,8227
7/21/2025,19,20,Wind,13652
10/26/2020,9,10,Wind,7859
9/26/2025,15,16,Solar,4353
7/28/2020,6,7,Wind,3610
1/16/2024,4,5,Wind,1715
10/26/2020,20,21,Wind,7818
3/26/2024,0,1,Wind,8416
11/28/2023,8,9,Wind,7464
11/14/2024,14,15,Solar,5909
12/17/2024,11,12,Wind,6713
3/20/2020,11,12,Wind,6937
3/28/2025,8,9,Wind,5489
1/16/2022,1,2,Wind,1349
8/17/2021,8,9,Wind,2250
10/22/2025,12,13,Solar,6865
1/25/2020,8,9,Wind,1579
2/22/2025,0,1,Wind,11725
4/10/2023,10,11,Wind,7919
10/20/2021,14,15,Wind,14657
1/30/2020,9,10,Wind,8402
9/29/2024,13,14,Wind,6168
11/15/2020,12,13,Wind,14508
6/8/2021,3,4,Wind,916
12/12/2020,21,22,Wind,5943
12/11/2020,3,4,Wind,7153
2/8/2023,3,4,Wind,3513
5/21/2020,20,21,Wind,600
7/9/2025,14,15,Solar,10461
2/10/2024,7,8,Wind,4227
7/7/2023,16,17,Solar,8765
1/3/2020,13,14,Wind,9695
12/6/2020,22,23,Wind,1374
10/6/2021,8,9,Wind,8548
6/9/2023,16,17,Solar,5753
7/4/2021,12,13,Wind,6187
2/19/2021,5,6,Wind,4799
11/24/2021,5,6,Wind,4927
12/15/2021,4,5,Wind,1396
1/25/2025,16,17,Wind,5724
7/14/2020,15,16,Solar,5718
10/18/2023,6,7,Wind,11303
6/27/2024,18,19,Wind,7928
4/24/2021,18,19,Wind,6916
10/16/2023,21,22,Wind,9973
2/18/2024,22,23,Wind,6925
5/8/2020,8,9,Wind,3039
3/12/2024,7,8,Wind,5075
3/14/2020,20,21,Wind,3300
1/17/2021,7,8,Wind,5676
1/3/2022,13,14,Wind,12240
8/7/2020,5,6,Wind,2101
9/26/2023,11,12,Solar,6439
7/28/2025,19,20,Wind,6132
7/19/2025,23,0,Wind,3954
3/20/2021,18,19,Wind,4921
8/25/2021,5,6,Wind,4981
5/16/2021,9,10,Wind,4884
11/24/2025,6,7,Wind,7424
1/6/2023,14,15,Wind,7958
8/25/2023,9,10,Wind,5505
8/21/2020,10,11,Wind,7837
12/10/2020,15,16,Wind,2800
12/24/2022,22,23,Wind,3971
2/26/2025,8,9,Wind,8242
3/1/2022,11,12,Solar,4988
9/25/2022,21,22,Wind,1684
11/26/2022,0,1,Wind,2624
3/25/2021,9,10,Solar,3091
1/18/2025,7,8,Wind,1399
10/6/2022,7,8,Wind,1712
5/20/2025,0,1,Wind,6826
10/5/2020,16,17,Wind,10905
1/31/2020,21,22,Wind,8388
1/10/2021,15,16,Wind,4559
6/14/2023,3,4,Wind,3197
3/15/2021,15,16,Wind,10846
11/29/2024,3,4,Wind,6487
12/22/2020,4,5,Wind,10281
10/5/2020,3,4,Wind,11256
4/20/2021,5,6,Wind,637
8/25/2020,21,22,Wind,9550
11/24/2023,18,19,Wind,10539
6/20/2025,5,6,Wind,5645
8/31/2024,15,16,Solar,8116
7/23/2024,9,10,Wind,9773
7/16/2025,15,16,Solar,16069
5/6/2021,15,16,Wind,8791
10/10/2020,7,8,Wind,2346
2/13/2025,14,15,Solar,4494
9/29/2025,23,0,Wind,2697
10/27/2021,3,4,Wind,2392
6/1/2022,5,6,Wind,1109
7/24/2020,4,5,Wind,1771
4/29/2020,22,23,Wind,5811
3/30/2023,17,18,Wind,15694
7/24/2023,6,7,Wind,3944
4/23/2023,23,0,Wind,9704
10/12/2022,1,2,Wind,1054
3/12/2021,3,4,Wind,10222
7/12/2022,2,3,Wind,3789
12/22/2020,23,0,Wind,7182
2/13/2024,8,9,Wind,5445
5/3/2024,20,21,Wind,2251
12/5/2022,11,12,Solar,3554
12/18/2023,12,13,Solar,5551
6/10/2021,6,7,Wind,1116
8/5/2024,21,22,Wind,751
11/24/2021,1,2,Wind,6358
8/31/2025,4,5,Wind,5964
6/24/2020,14,15,Solar,6958
8/11/2023,17,18,Solar,6263
4/21/2021,13,14,Solar,5395
2/25/2024,2,3,Wind,8187
7/22/2024,2,3,Wind,4013
8/6/2022,9,10,Wind,7062
7/7/2023,6,7,Wind,4525
3/22/2021,3,4,Wind,4256
11/19/2025,1,2,Wind,9964
7/16/2022,10,11,Solar,6731
8/3/2022,22,23,Wind,1474
5/3/2025,18,19,Wind,7626
9/29/2023,19,20,Wind,2198
1/15/2022,19,20,Wind,651
4/9/2022,4,5,Wind,4701
10/9/2022,22,23,Wind,5394
8/12/2023,15,16,Solar,9789
7/2/2025,22,23,Wind,5548
5/16/2023,23,0,Wind,7799
7/31/2020,18,19,Wind,4080
4/23/2020,1,2,Wind,2669
12/14/2021,0,1,Wind,810
3/11/2020,12,13,Wind,12163
7/26/2024,21,22,Wind,506
8/4/2021,17,18,Solar,3345
7/18/2023,8,9,Wind,3434
8/28/2020,17,18,Wind,8079
8/27/2024,17,18,Solar,6209
3/28/2021,9,10,Wind,5097
12/16/2023,21,22,Wind,2504
6/3/2021,16,17,Solar,3738
10/15/2021,8,9,Wind,1488
10/5/2024,19,20,Wind,5905
4/7/2020,18,19,Wind,2681
11/26/2021,12,13,Wind,10802
6/26/2022,8,9,Solar,1719
3/19/2020,14,15,Solar,3939
6/15/2025,14,15,Solar,4719
11/17/2022,17,18,Wind,8379
12/2/2024,22,23,Wind,7331
9/11/2024,3,4,Wind,11638
5/22/2025,21,22,Wind,4939
10/16/2024,3,4,Wind,11452
12/2/2020,12,13,Wind,2987
11/6/2025,19,20,Wind,2440
8/29/2025,15,16,Wind,15987
3/5/2024,22,23,Wind,3012
6/26/2025,23,0,Wind,3959
10/20/2023,8,9,Wind,4473
9/21/2025,17,18,Wind,4316
8/7/2020,16,17,Solar,3640
12/3/2021,3,4,Wind,3110
10/16/2021,10,11,Solar,3384
8/30/2025,7,8,Wind,4396
2/23/2025,22,23,Wind,11952
10/20/2020,16,17,Wind,9534
12/26/2024,20,21,Wind,3449
12/13/2024,22,23,Wind,785
7/16/2022,0,1,Wind,3960
10/11/2020,3,4,Wind,3670
7/26/2024,15,16,Solar,7022
9/29/2023,6,7,Wind,8290
12/20/2023,13,14,Wind,11237
7/11/2020,19,20,Wind,4072
1/31/2025,1,2,Wind,2272
3/10/2020,8,9,Wind,11993
3/3/2022,4,5,Wind,1517
3/7/2024,17,18,Wind,11067
10/19/2024,22,23,Wind,3297
5/21/2020,13,14,Solar,4337
10/11/2023,13,14,Solar,8576
7/2/2022,0,1,Wind,754
1/15/2023,21,22,Wind,14992
7/19/2022,3,4,Wind,5671
10/22/2022,3,4,Wind,6189
12/31/2023,5,6,Wind,17336
4/4/2022,3,4,Wind,2150
3/2/2022,1,2,Wind,2780
9/24/2021,4,5,Wind,475
5/23/2021,23,0,Wind,9144
9/29/2020,5,6,Wind,1805
3/9/2024,7,8,Wind,12796
4/16/2024,10,11,Wind,10158
6/11/2020,12,13,Wind,4847
2/1/2022,0,1,Wind,6934
8/30/2024,3,4,Wind,2706
6/27/2021,3,4,Wind,3872
11/17/2020,19,20,Wind,2225
7/23/2024,1,2,Wind,4890
7/16/2022,2,3,Wind,3533
7/8/2025,20,21,Wind,3770
10/19/2022,17,18,Wind,7629
6/16/2020,20,21,Wind,1666
1/10/2025,15,16,Wind,3319
9/10/2020,11,12,Solar,3052
11/13/2021,8,9,Wind,5126
4/22/2025,13,14,Solar,7792
5/15/2020,5,6,Wind,6575
3/25/2024,15,16,Wind,10580
1/26/2023,23,0,Wind,6312
7/19/2024,5,6,Wind,1335
6/30/2025,21,22,Wind,1192
2/12/2023,0,1,Wind,3402
9/27/2022,6,7,Wind,6509
7/27/2020,15,16,Wind,11749
7/10/2023,13,14,Solar,8700
1/20/2025,2,3,Wind,1542
3/28/2023,16,17,Wind,9979
10/4/2021,8,9,Wind,5584
6/9/2024,1,2,Wind,3464
8/17/2021,12,13,Solar,6878
1/27/2023,7,8,Wind,8252
8/5/2021,14,15,Wind,8681
7/21/2025,23,0,Wind,7848
5/27/2025,17,18,Wind,15563
2/22/2024,0,1,Wind,14343
12/10/2023,0,1,Wind,16050
6/18/2021,1,2,Wind,3603
4/25/2025,10,11,Solar,7896
7/5/2021,0,1,Wind,2602
7/7/2021,23,0,Wind,1703
12/12/2020,11,12,Wind,6348
11/1/2025,16,17,Wind,9647
1/22/2024,20,21,Wind,14875
8/28/2025,16,17,Wind,11353
4/29/2022,10,11,Solar,4724
1/20/2021,18,19,Wind,15051
6/19/2024,22,23,Wind,6935
4/2/2022,16,17,Wind,12110
8/8/2024,5,6,Wind,1189
11/2/2024,18,19,Wind,3994
9/6/2021,15,16,Solar,5313
3/28/2020,19,20,Wind,9382
2/14/2022,21,22,Wind,6029
10/13/2022,17,18,Wind,4003
7/15/2024,16,17,Wind,10450
4/22/2023,0,1,Wind,3755
10/26/2024,16,17,Solar,2125
1/25/2025,11,12,Wind,7875
2/6/2024,14,15,Wind,15869
11/24/2024,18,19,Wind,19758
12/4/2022,2,3,Wind,3252
2/12/2023,14,15,Solar,6688
1/31/2020,4,5,Wind,7716
11/29/2020,10,11,Wind,4788
4/29/2022,18,19,Wind,4816
8/1/2021,16,17,Solar,6683
3/15/2020,0,1,Wind,3612
7/1/2023,21,22,Wind,7075
3/2/2023,21,22,Wind,4877
8/3/2024,7,8,Wind,3218
11/19/2024,20,21,Wind,12210
1/8/2024,6,7,Wind,12121
12/21/2024,21,22,Wind,18922
10/25/2022,17,18,Wind,4158
4/15/2022,1,2,Wind,1942
12/7/2021,6,7,Wind,5150
1/17/2022,23,0,Wind,2215
2/24/2025,9,10,Wind,15311
7/14/2021,20,21,Wind,6824
1/11/2023,4,5,Wind,13408
10/15/2024,11,12,Wind,7313
9/14/2023,20,21,Wind,983
12/4/2021,13,14,Wind,14167
5/10/2021,21,22,Wind,1928
7/31/2021,13,14,Wind,6027
11/26/2025,9,10,Wind,5852
6/20/2022,20,21,Wind,4764
8/1/2020,13,14,Solar,4517
9/30/2022,17,18,Wind,8433
6/10/2024,13,14,Wind,16343
9/8/2024,5,6,Wind,5635
8/20/2021,10,11,Solar,3653
10/21/2020,17,18,Wind,11801
11/8/2023,22,23,Wind,14010
10/11/2020,7,8,Wind,3222
8/4/2023,11,12,Solar,7826
5/15/2021,16,17,Wind,11074
11/1/2021,18,19,Wind,5774
2/13/2025,4,5,Wind,1341
2/20/2022,20,21,Wind,16004
1/2/2025,6,7,Wind,7704
1/23/2023,4,5,Wind,4026
3/15/2022,0,1,Wind,5845
12/1/2022,15,16,Wind,4324
5/10/2024,21,22,Wind,5155
8/15/2025,16,17,Solar,9881
2/9/2020,11,12,Wind,15238
5/21/2024,21,22,Wind,3665
5/11/2024,6,7,Wind,4326
9/23/2020,18,19,Wind,5813
11/17/2025,15,16,Wind,10323
1/2/2021,0,1,Wind,1169
8/8/2023,23,0,Wind,2853
5/18/2023,19,20,Wind,6720
10/24/2022,22,23,Wind,7627
9/3/2022,20,21,Wind,1066
11/29/2024,14,15,Solar,7650
4/4/2020,10,11,Solar,4136
3/18/2020,11,12,Solar,3727
4/29/2020,13,14,Wind,10092
10/16/2021,16,17,Solar,3207
10/6/2021,17,18,Wind,8756
2/26/2025,11,12,Wind,13305
3/1/2021,13,14,Solar,5810
11/24/2022,3,4,Wind,11415
9/1/2025,20,21,Wind,5387
11/14/2024,21,22,Wind,3630
3/20/2021,6,7,Wind,4488
12/17/2021,5,6,Wind,6817
2/7/2025,3,4,Wind,9958
1/5/2024,0,1,Wind,12301
9/8/2024,12,13,Wind,11440
7/27/2020,8,9,Wind,3719
2/17/2023,13,14,Wind,13006
7/22/2024,5,6,Wind,3267
9/7/2024,12,13,Solar,6652
8/2/2021,8,9,Solar,1835
7/24/2021,18,19,Wind,5008
6/26/2022,21,22,Wind,1353
5/25/2021,9,10,Wind,10972
1/3/2024,5,6,Wind,16091
4/28/2024,18,19,Wind,4975
2/10/2022,3,4,Wind,4390
9/1/2023,2,3,Wind,4835
1/23/2025,8,9,Wind,6187
8/12/2022,9,10,Solar,4233
6/6/2022,0,1,Wind,3154
4/26/2021,23,0,Wind,6682
8/21/2022,4,5,Wind,492
7/29/2025,17,18,Solar,9703
1/14/2020,1,2,Wind,12193
11/23/2020,6,7,Wind,197
3/3/2020,16,17,Wind,2913
4/30/2022,23,0,Wind,4152
8/28/2025,3,4,Wind,2154
9/28/2025,17,18,Solar,3101
4/26/2020,19,20,Solar,826
4/26/2020,7,8,Wind,1234
1/13/2020,0,1,Wind,3124
7/4/2021,8,9,Wind,1516
8/20/2022,16,17,Solar,6307
10/15/2022,21,22,Wind,4985
11/4/2024,20,21,Wind,2945
5/27/2024,1,2,Wind,2781
5/3/2021,7,8,Wind,1219
6/25/2023,21,22,Wind,4990
1/24/2023,17,18,Wind,3120
2/11/2022,8,9,Wind,2704
6/17/2023,22,23,Wind,1596
9/25/2021,10,11,Solar,3100
9/9/2024,8,9,Wind,8509
4/25/2023,23,0,Wind,2732
4/17/2021,20,21,Wind,5570
8/1/2022,23,0,Wind,1415
7/14/2021,18,19,Wind,7691
10/14/2025,10,11,Wind,8624
2/21/2020,14,15,Wind,8633
10/24/2024,11,12,Solar,7285
7/17/2022,2,3,Wind,6218
8/15/2022,12,13,Solar,7754
8/23/2020,7,8,Wind,4453
8/1/2020,6,7,Wind,1772
7/3/2025,3,4,Wind,5681
5/2/2022,0,1,Wind,3281
10/11/2020,0,1,Wind,4013
5/15/2021,10,11,Wind,7542
8/19/2024,10,11,Solar,6872
10/21/2025,5,6,Wind,12221
6/25/2023,11,12,Solar,7269
9/15/2024,17,18,Solar,7756
7/19/2024,6,7,Wind,1367
6/20/2022,11,12,Solar,6635
11/24/2020,2,3,Wind,1825
3/20/2022,4,5,Wind,4944
5/26/2020,15,16,Solar,7491
9/9/2025,20,21,Wind,2139
1/23/2020,4,5,Wind,5821
7/22/2022,4,5,Wind,3155
2/22/2023,6,7,Wind,2969
5/4/2023,18,19,Wind,7974
3/29/2022,15,16,Solar,3886
1/24/2025,13,14,Wind,19431
3/17/2025,21,22,Wind,11797
11/4/2024,4,5,Wind,2853
1/11/2023,10,11,Wind,10073
6/21/2022,15,16,Solar,4791
7/2/2020,18,19,Wind,6452
5/12/2024,14,15,Solar,4059
3/11/2021,6,7,Wind,14266
9/23/2020,13,14,Wind,8641
4/30/2024,21,22,Wind,3124
9/16/2023,22,23,Wind,2367
5/4/2025,19,20,Wind,11985
4/8/2022,18,19,Wind,10607
12/23/2023,16,17,Wind,14470
8/11/2025,22,23,Wind,5924
7/16/2021,17,18,Wind,7525
2/11/2020,7,8,Wind,11753
11/9/2024,1,2,Wind,1782
9/27/2022,18,19,Wind,9228
9/1/2024,8,9,Wind,4830
11/1/2020,7,8,Wind,9246
1/9/2025,7,8,Wind,14188
12/31/2024,1,2,Wind,2303
1/6/2025,0,1,Wind,18763
1/30/2024,14,15,Solar,7283
4/18/2021,20,21,Wind,2015
4/24/2021,15,16,Solar,8651
10/27/2021,19,20,Wind,2324
7/2/2020,0,1,Wind,2474
1/7/2024,4,5,Wind,7340
1/18/2024,14,15,Wind,6969
9/9/2023,1,2,Wind,1650
3/17/2025,10,11,Solar,11786
10/20/2024,7,8,Wind,6846
9/11/2021,16,17,Solar,4615
3/12/2024,15,16,Wind,12222
8/6/2020,16,17,Solar,3605
1/15/2022,1,2,Wind,847
4/18/2022,17,18,Solar,4269
1/13/2020,6,7,Wind,2987
3/16/2021,11,12,Solar,5314
6/15/2022,6,7,Wind,2328
9/30/2023,12,13,Solar,6508
10/29/2024,21,22,Wind,685
9/4/2025,20,21,Wind,6150
8/21/2023,15,16,Solar,6576
4/19/2020,14,15,Wind,2914
7/12/2021,9,10,Wind,2663
1/3/2022,7,8,Wind,9393
11/10/2020,6,7,Wind,486
2/3/2025,23,0,Wind,1883
3/31/2025,0,1,Wind,4280
7/12/2024,17,18,Wind,8243
6/14/2024,17,18,Wind,12714
9/21/2025,11,12,Solar,3451
5/16/2021,23,0,Wind,9508
3/7/2022,5,6,Wind,6815
8/10/2022,10,11,Solar,6251
3/7/2023,5,6,Wind,5865
3/14/2025,15,16,Wind,7686
10/4/2024,7,8,Wind,4180
12/15/2022,22,23,Wind,7205
9/3/2020,0,1,Wind,931
6/17/2022,21,22,Wind,1078
12/21/2023,18,19,Wind,17520
3/2/2023,14,15,Solar,6558
8/4/2024,20,21,Wind,1620
12/29/2024,21,22,Wind,548
11/14/2024,1,2,Wind,3831
8/4/2022,9,10,Solar,3343
4/26/2022,0,1,Wind,2101
5/16/2022,5,6,Wind,5648
1/9/2020,16,17,Wind,10435
11/24/2022,14,15,Wind,9150
1/20/2024,23,0,Wind,10670
3/14/2020,22,23,Wind,3349
3/10/2020,22,23,Wind,11030
5/26/2024,2,3,Wind,4508
8/13/2023,1,2,Wind,1162
3/28/2022,6,7,Wind,1606
10/12/2020,14,15,Solar,4590
10/22/2024,10,11,Solar,3182
10/19/2020,11,12,Solar,5009
9/12/2021,21,22,Wind,1376
7/17/2024,3,4,Wind,2046
8/17/2024,1,2,Wind,1571
8/13/2023,16,17,Solar,7801
6/28/2024,2,3,Wind,3695
2/6/2022,4,5,Wind,13477
3/31/2021,10,11,Solar,4010
10/25/2023,11,12,Wind,11630
7/23/2024,23,0,Wind,2067
3/18/2023,3,4,Wind,7204
12/5/2024,23,0,Wind,18205
1/8/2024,2,3,Wind,11508
6/11/2020,8,9,Wind,2692
6/6/2025,22,23,Wind,4429
6/2/2021,23,0,Wind,2032
9/21/2020,21,22,Wind,1334
9/2/2025,23,0,Wind,11315
9/21/2025,20,21,Wind,4453
8/9/2021,10,11,Wind,6015
3/16/2021,2,3,Wind,3997
10/18/2022,13,14,Solar,5899
12/26/2021,12,13,Wind,4600
7/27/2024,2,3,Wind,455
9/11/2020,9,10,Solar,1917
9/13/2020,19,20,Wind,705
8/15/2023,17,18,Solar,4625
7/29/2021,5,6,Wind,4205
5/19/2024,2,3,Wind,552
3/30/2023,7,8,Wind,11130
7/10/2025,16,17,Solar,11067
8/9/2025,4,5,Wind,1139
11/1/2023,18,19,Wind,12788
6/12/2024,20,21,Wind,2252
9/20/2025,5,6,Wind,6560
5/1/2020,0,1,Wind,7535
1/21/2020,11,12,Wind,2976
6/29/2025,6,7,Wind,2536
10/12/2020,6,7,Wind,2120
7/25/2024,12,13,Solar,9805
6/5/2023,13,14,Solar,9739
6/9/2023,7,8,Wind,4688
9/4/2025,21,22,Wind,6077
5/11/2024,23,0,Wind,4091
3/24/2025,10,11,Solar,5051
7/26/2023,7,8,Wind,2889
8/6/2024,20,21,Wind,2592
4/22/2025,5,6,Wind,1421
8/27/2024,11,12,Solar,8753
7/11/2021,15,16,Solar,4877
11/11/2021,7,8,Wind,1001
2/25/2025,0,1,Wind,4530
4/2/2025,11,12,Wind,18987
7/22/2020,6,7,Wind,3797
2/5/2020,16,17,Wind,2504
3/30/2020,20,21,Wind,8073
5/11/2020,4,5,Wind,9699
11/5/2021,2,3,Wind,3405
8/30/2020,3,4,Wind,3012
9/8/2025,21,22,Wind,2307
3/4/2022,8,9,Wind,3630
8/6/2022,2,3,Wind,5462
12/13/2024,19,20,Wind,698
12/31/2023,17,18,Wind,17198
9/4/2025,9,10,Wind,9465
2/25/2025,9,10,Wind,8542
3/18/2022,11,12,Wind,12613
3/19/2025,14,15,Solar,12452
8/7/2022,0,1,Wind,7995
3/24/2025,4,5,Wind,747
12/22/2020,11,12,Wind,9500
5/5/2020,22,23,Wind,2517
12/14/2024,7,8,Wind,2252
2/3/2023,21,22,Wind,4534
11/12/2022,8,9,Wind,4144
7/18/2024,11,12,Solar,7522
3/9/2020,6,7,Wind,6476
6/28/2021,12,13,Solar,4142
3/24/2022,11,12,Solar,6783
1/3/2020,8,9,Wind,9177
5/2/2025,20,21,Wind,3054
11/23/2022,10,11,Wind,12239
11/3/2023,4,5,Wind,9640
4/9/2024,23,0,Wind,8241
5/16/2021,19,20,Wind,9726
2/14/2025,5,6,Wind,5166
10/23/2022,14,15,Wind,13158
12/14/2022,17,18,Wind,2357
7/31/2024,16,17,Solar,6848
1/15/2025,0,1,Wind,2675
11/21/2021,21,22,Wind,5308
11/12/2023,5,6,Wind,7747
11/10/2021,19,20,Wind,1095
10/30/2022,15,16,Wind,4128
1/12/2021,13,14,Wind,11705
11/17/2023,5,6,Wind,4471
7/3/2022,8,9,Solar,2588
3/9/2021,17,18,Wind,3112
3/17/2023,10,11,Wind,9438
4/1/2025,5,6,Wind,10726
3/28/2020,2,3,Wind,2228
1/29/2022,4,5,Wind,5616
2/11/2023,1,2,Wind,2311
5/19/2020,22,23,Wind,3873
5/8/2023,20,21,Wind,1613
4/23/2021,9,10,Solar,4703
10/13/2025,19,20,Wind,6779
1/8/2020,12,13,Wind,5049
11/13/2023,4,5,Wind,10748
6/30/2021,5,6,Wind,2072
8/28/2023,3,4,Wind,3728
9/2/2021,16,17,Wind,6041
3/31/2022,7,8,Wind,5596
1/14/2023,14,15,Wind,18425
12/10/2020,17,18,Wind,3945
1/6/2025,8,9,Wind,18841
2/5/2024,14,15,Wind,9758
11/4/2024,14,15,Solar,4760
11/10/2022,4,5,Wind,3540
7/14/2020,9,10,Solar,2423
9/17/2020,0,1,Wind,4803
7/12/2021,15,16,Solar,4724
5/22/2020,10,11,Solar,5050
1/18/2021,14,15,Wind,5818
9/22/2022,22,23,Wind,613
2/22/2021,7,8,Wind,6262
3/22/2020,8,9,Wind,8856
10/12/2020,9,10,Wind,2453
4/19/2025,15,16,Wind,4612
8/25/2025,22,23,Wind,1411
4/20/2022,4,5,Wind,4490
12/9/2020,14,15,Wind,2985
7/22/2020,14,15,Solar,4307
5/21/2023,5,6,Wind,5032
1/22/2022,6,7,Wind,2925
12/1/2021,11,12,Wind,12759
1/11/2021,2,3,Wind,1886
3/9/2020,5,6,Wind,7030
2/26/2024,16,17,Wind,13709
3/7/2022,18,19,Wind,5870
10/11/2021,10,11,Solar,4324
9/1/2025,13,14,Wind,12704
10/2/2020,22,23,Wind,3285
12/20/2024,11,12,Wind,8847
8/7/2022,15,16,Solar,10239
2/7/2024,13,14,Wind,17700
6/4/2020,16,17,Wind,6146
10/13/2021,7,8,Wind,2432
2/9/2020,1,2,Wind,8445
2/21/2022,22,23,Wind,10192
3/3/2024,5,6,Wind,3260
7/17/2025,4,5,Wind,1257
2/23/2024,16,17,Wind,12084
3/7/2025,23,0,Wind,10966
12/15/2023,20,21,Wind,1834
9/24/2025,1,2,Wind,7488
8/3/2025,8,9,Solar,4235
11/20/2025,17,18,Wind,3840
9/11/2020,8,9,Wind,1169
11/2/2025,6,7,Wind,8973
9/22/2022,15,16,Solar,5500
5/23/2020,15,16,Wind,8605
12/20/2022,0,1,Wind,13706
11/22/2024,0,1,Wind,5864
11/13/2022,3,4,Wind,2267
4/19/2021,10,11,Solar,3728
7/4/2024,6,7,Wind,7129
6/26/2023,21,22,Wind,3874
10/22/2023,21,22,Wind,2996
1/16/2022,13,14,Solar,5824
9/7/2020,23,0,Wind,1722
5/23/2022,7,8,Wind,3621
10/4/2025,1,2,Wind,16699
12/10/2020,20,21,Wind,6025
5/1/2021,6,7,Wind,1335
6/11/2021,19,20,Wind,2701
1/1/2024,10,11,Wind,12702
5/9/2023,10,11,Wind,5818
1/12/2022,15,16,Solar,3844
11/12/2023,3,4,Wind,7217
11/2/2022,1,2,Wind,10172
9/8/2020,13,14,Solar,4412
4/16/2021,0,1,Wind,6013
11/15/2022,2,3,Wind,6725
12/23/2022,19,20,Wind,13142
4/13/2022,9,10,Solar,2030
4/21/2023,15,16,Solar,7766
