date,Usage_kWh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type
21/06/2018 17:45,29.56,100.00,96.35,0.00,8.21,Weekday,Thursday,Medium_Load
21/10/2018 05:45,2.81,51.15,100.00,4.72,0.00,Weekend,Sunday,Light_Load
13/03/2018 01:30,4.57,54.94,100.00,6.95,0.00,Weekday,Tuesday,Light_Load
15/05/2018 11:30,74.99,80.11,100.00,56.02,0.00,Weekday,Tuesday,Maximum_Load
26/11/2018 19:00,58.43,91.22,100.00,26.24,0.00,Weekday,Monday,Maximum_Load
26/11/2018 21:15,16.09,100.00,74.10,0.00,14.58,Weekday,Monday,Medium_Load
26/06/2018 23:45,4.39,65.68,100.00,5.04,0.00,Weekday,Tuesday,Light_Load
02/06/2018 05:30,3.53,50.83,100.00,5.98,0.00,Weekend,Saturday,Light_Load
28/12/2018 01:30,4.14,87.42,99.62,2.30,0.36,Weekday,Friday,Light_Load
22/08/2018 15:30,47.59,92.89,100.00,18.97,0.00,Weekday,Wednesday,Maximum_Load
14/01/2018 05:45,4.03,74.95,100.00,3.56,0.00,Weekend,Sunday,Light_Load
05/04/2018 15:30,54.86,93.07,100.00,21.56,0.00,Weekday,Thursday,Maximum_Load
28/10/2018 05:45,2.74,48.81,100.00,4.90,0.00,Weekend,Sunday,Light_Load
17/11/2018 21:30,5.26,100.00,29.18,0.00,17.24,Weekend,Saturday,Medium_Load
14/09/2018 18:30,29.05,89.99,100.00,14.08,0.00,Weekday,Friday,Medium_Load
28/12/2018 09:00,66.46,92.08,100.00,28.15,0.00,Weekday,Friday,Light_Load
10/04/2018 01:30,3.56,64.84,100.00,4.18,0.00,Weekday,Tuesday,Light_Load
17/11/2018 20:45,4.07,100.00,23.10,0.00,17.14,Weekend,Saturday,Medium_Load
12/01/2018 09:15,130.18,93.33,100.00,50.08,0.00,Weekday,Friday,Medium_Load
05/12/2018 18:00,27.32,99.56,99.29,2.56,3.28,Weekday,Wednesday,Maximum_Load
16/04/2018 11:45,58.64,80.18,100.00,43.70,0.00,Weekday,Monday,Maximum_Load
31/03/2018 21:15,3.06,100.00,17.33,0.00,17.39,Weekend,Saturday,Light_Load
20/10/2018 21:15,3.67,100.00,19.90,0.00,18.07,Weekend,Saturday,Medium_Load
30/01/2018 11:45,81.90,82.91,100.00,55.22,0.00,Weekday,Tuesday,Maximum_Load
20/03/2018 17:00,64.15,90.81,100.00,29.59,0.00,Weekday,Tuesday,Maximum_Load
19/05/2018 15:45,36.25,99.96,99.76,0.97,2.52,Weekend,Saturday,Maximum_Load
26/07/2018 15:15,48.96,97.15,100.00,11.95,0.00,Weekday,Thursday,Maximum_Load
18/08/2018 15:30,52.02,88.96,100.00,26.71,0.00,Weekend,Saturday,Maximum_Load
23/08/2018 07:15,3.06,46.92,100.00,5.76,0.00,Weekday,Thursday,Light_Load
21/02/2018 21:45,93.35,98.68,100.00,15.34,0.00,Weekday,Wednesday,Medium_Load
01/10/2018 06:00,2.52,47.10,100.00,4.72,0.00,Weekday,Monday,Light_Load
12/01/2018 05:45,4.75,67.30,100.00,5.22,0.00,Weekday,Friday,Light_Load
29/09/2018 06:30,2.56,49.12,100.00,4.54,0.00,Weekend,Saturday,Light_Load
19/11/2018 23:30,3.64,77.69,99.95,2.95,0.11,Weekday,Monday,Light_Load
07/10/2018 21:30,3.42,100.00,18.89,0.00,17.78,Weekend,Sunday,Light_Load
21/11/2018 12:30,6.66,100.00,29.51,0.00,21.56,Weekday,Wednesday,Medium_Load
14/06/2018 14:15,22.14,99.66,91.50,1.84,9.76,Weekday,Thursday,Maximum_Load
17/07/2018 03:00,3.49,100.00,67.16,0.00,3.85,Weekday,Tuesday,Light_Load
12/04/2018 01:30,3.67,55.44,100.00,5.51,0.00,Weekday,Thursday,Light_Load
22/02/2018 08:45,103.39,81.41,100.00,73.76,0.00,Weekday,Thursday,Light_Load
23/04/2018 09:15,71.68,89.81,100.00,35.10,0.00,Weekday,Monday,Medium_Load
30/10/2018 06:00,2.88,61.32,100.00,3.71,0.00,Weekday,Tuesday,Light_Load
11/05/2018 15:15,46.76,96.46,100.00,12.78,0.00,Weekday,Friday,Maximum_Load
01/05/2018 04:30,3.35,62.54,100.00,4.18,0.00,Weekday,Tuesday,Light_Load
03/02/2018 20:15,40.90,99.99,99.91,0.43,1.73,Weekend,Saturday,Medium_Load
30/06/2018 11:15,31.46,91.56,100.00,13.82,0.22,Weekend,Saturday,Maximum_Load
21/02/2018 18:45,63.79,98.41,99.96,11.52,1.69,Weekday,Wednesday,Maximum_Load
30/03/2018 16:30,67.93,89.89,100.00,33.12,0.00,Weekday,Friday,Maximum_Load
05/02/2018 19:45,62.14,99.51,99.99,6.16,0.83,Weekday,Monday,Maximum_Load
07/05/2018 21:30,3.96,100.00,15.00,0.00,26.10,Weekday,Monday,Medium_Load
19/01/2018 22:00,89.68,99.02,100.00,12.64,0.00,Weekday,Friday,Medium_Load
31/07/2018 23:15,3.31,52.76,100.00,5.33,0.00,Weekday,Tuesday,Light_Load
05/09/2018 15:45,66.71,84.52,100.00,42.19,0.00,Weekday,Wednesday,Maximum_Load
29/08/2018 01:45,2.70,53.00,100.00,4.32,0.00,Weekday,Wednesday,Light_Load
15/06/2018 13:00,8.17,100.00,35.64,0.00,21.42,Weekday,Friday,Medium_Load
28/03/2018 06:45,2.99,67.03,100.00,3.31,0.00,Weekday,Wednesday,Light_Load
16/12/2018 02:30,3.42,79.27,100.00,2.63,0.00,Weekend,Sunday,Light_Load
10/05/2018 04:45,3.10,64.53,100.00,3.67,0.00,Weekday,Thursday,Light_Load
21/06/2018 20:00,34.24,97.65,100.00,7.56,0.07,Weekday,Thursday,Medium_Load
20/06/2018 03:45,3.10,46.02,100.00,5.98,0.00,Weekday,Wednesday,Light_Load
25/06/2018 08:45,62.03,69.69,100.00,63.83,0.00,Weekday,Monday,Light_Load
03/03/2018 05:00,3.89,65.40,100.00,4.50,0.00,Weekend,Saturday,Light_Load
21/03/2018 08:15,41.65,79.06,100.00,32.26,0.00,Weekday,Wednesday,Light_Load
09/07/2018 00:00,3.31,66.27,100.00,3.74,0.00,Weekday,Monday,Light_Load
09/05/2018 12:45,6.73,100.00,25.46,0.00,25.56,Weekday,Wednesday,Medium_Load
30/05/2018 12:00,47.45,79.96,100.00,35.64,0.00,Weekday,Wednesday,Maximum_Load
22/08/2018 19:30,3.42,100.00,21.39,0.00,15.62,Weekday,Wednesday,Medium_Load
25/02/2018 16:00,4.18,100.00,24.17,0.00,16.78,Weekend,Sunday,Light_Load
15/09/2018 11:30,32.58,96.56,100.00,8.78,0.00,Weekend,Saturday,Maximum_Load
20/02/2018 17:00,104.36,96.83,100.00,26.93,0.00,Weekday,Tuesday,Medium_Load
03/05/2018 07:15,3.42,59.92,100.00,4.57,0.00,Weekday,Thursday,Light_Load
20/03/2018 10:45,56.34,95.55,100.00,17.39,0.00,Weekday,Tuesday,Maximum_Load
19/12/2018 07:45,5.76,89.19,99.85,2.92,0.32,Weekday,Wednesday,Light_Load
21/05/2018 08:45,67.72,72.25,100.00,64.80,0.00,Weekday,Monday,Light_Load
08/09/2018 19:15,3.56,100.00,19.66,0.00,17.75,Weekend,Saturday,Medium_Load
02/11/2018 11:15,63.58,90.84,100.00,29.27,0.00,Weekday,Friday,Maximum_Load
24/12/2018 17:45,6.73,100.00,29.39,0.00,21.89,Weekday,Monday,Maximum_Load
12/09/2018 14:15,91.51,86.83,100.00,52.27,0.00,Weekday,Wednesday,Maximum_Load
25/10/2018 07:15,2.84,50.15,100.00,4.90,0.00,Weekday,Thursday,Light_Load
20/07/2018 01:15,2.88,100.00,52.41,0.00,4.68,Weekday,Friday,Light_Load
23/01/2018 15:45,67.28,94.48,100.00,23.33,0.00,Weekday,Tuesday,Medium_Load
05/09/2018 14:00,56.05,83.77,100.00,36.54,0.00,Weekday,Wednesday,Maximum_Load
28/12/2018 04:00,3.82,82.06,99.56,2.66,0.36,Weekday,Friday,Light_Load
04/08/2018 19:00,2.88,100.00,16.99,0.00,16.70,Weekend,Saturday,Light_Load
18/11/2018 16:15,38.41,98.10,100.00,7.60,0.00,Weekend,Sunday,Medium_Load
11/08/2018 12:30,4.21,100.00,25.25,0.00,16.13,Weekend,Saturday,Medium_Load
19/02/2018 14:00,70.56,92.53,100.00,28.91,0.00,Weekday,Monday,Medium_Load
15/09/2018 11:45,40.39,93.38,100.00,15.48,0.00,Weekend,Saturday,Maximum_Load
12/06/2018 12:30,4.79,100.00,18.47,0.00,25.49,Weekday,Tuesday,Medium_Load
09/10/2018 11:15,47.66,88.76,100.00,24.73,0.00,Weekday,Tuesday,Maximum_Load
21/08/2018 12:30,5.47,100.00,26.36,0.00,20.02,Weekday,Tuesday,Medium_Load
16/07/2018 22:30,3.64,100.00,64.44,0.00,4.32,Weekday,Monday,Medium_Load
24/09/2018 08:30,2.59,39.36,100.00,6.05,0.00,Weekday,Monday,Light_Load
06/10/2018 23:00,3.24,43.17,100.00,6.77,0.00,Weekend,Saturday,Medium_Load
15/04/2018 13:45,3.31,100.00,18.58,0.00,17.50,Weekend,Sunday,Light_Load
23/10/2018 03:45,3.10,45.42,100.00,6.08,0.00,Weekday,Tuesday,Light_Load
22/04/2018 02:30,3.56,67.23,100.00,3.92,0.00,Weekend,Sunday,Light_Load
05/02/2018 21:30,54.29,99.84,99.98,3.10,1.19,Weekday,Monday,Medium_Load
22/05/2018 22:15,3.20,85.87,32.92,1.91,9.18,Weekday,Tuesday,Medium_Load
13/08/2018 17:15,95.36,89.26,100.00,48.17,0.00,Weekday,Monday,Medium_Load
12/01/2018 08:45,114.19,85.89,100.00,68.08,0.00,Weekday,Friday,Light_Load
03/10/2018 23:30,3.31,43.35,100.00,6.88,0.00,Weekday,Wednesday,Light_Load
30/12/2018 07:00,3.82,68.79,100.00,4.03,0.00,Weekend,Sunday,Light_Load
15/03/2018 05:45,3.42,52.26,100.00,5.58,0.00,Weekday,Thursday,Light_Load
14/08/2018 14:45,81.22,93.89,100.00,29.77,0.00,Weekday,Tuesday,Maximum_Load
19/10/2018 10:15,51.77,88.38,100.00,27.40,0.00,Weekday,Friday,Maximum_Load
17/04/2018 01:45,3.28,60.47,100.00,4.32,0.00,Weekday,Tuesday,Light_Load
14/04/2018 03:15,3.06,61.14,100.00,3.96,0.00,Weekend,Saturday,Light_Load
15/07/2018 23:30,2.84,100.00,47.51,0.00,5.26,Weekend,Sunday,Light_Load
14/03/2018 02:30,3.89,63.92,100.00,4.68,0.00,Weekday,Wednesday,Light_Load
05/01/2018 16:00,146.34,90.94,100.00,66.92,0.00,Weekday,Friday,Medium_Load
19/01/2018 16:00,114.59,94.28,100.00,40.50,0.00,Weekday,Friday,Medium_Load
22/07/2018 16:45,2.95,100.00,17.11,0.00,16.99,Weekend,Sunday,Light_Load
14/03/2018 20:45,4.43,100.00,18.01,0.00,24.19,Weekday,Wednesday,Medium_Load
10/01/2018 15:45,100.48,95.97,100.00,29.41,0.00,Weekday,Wednesday,Medium_Load
29/08/2018 11:00,44.82,90.51,100.00,21.06,0.00,Weekday,Wednesday,Maximum_Load
05/03/2018 08:30,78.23,83.91,100.00,50.72,0.00,Weekday,Monday,Light_Load
30/10/2018 01:30,3.67,47.07,100.00,6.88,0.00,Weekday,Tuesday,Light_Load
09/03/2018 06:00,4.93,80.21,100.00,3.67,0.00,Weekday,Friday,Light_Load
18/10/2018 09:45,46.94,91.45,100.00,20.77,0.00,Weekday,Thursday,Medium_Load
12/08/2018 18:30,2.74,100.00,49.42,0.00,4.82,Weekend,Sunday,Light_Load
01/10/2018 16:00,45.54,86.50,100.00,26.42,0.00,Weekday,Monday,Maximum_Load
23/03/2018 13:00,5.44,100.00,27.61,0.00,18.94,Weekday,Friday,Medium_Load
18/10/2018 15:15,66.89,80.20,100.00,49.82,0.00,Weekday,Thursday,Maximum_Load
30/08/2018 20:45,32.22,98.10,100.00,6.37,0.14,Weekday,Thursday,Medium_Load
15/04/2018 23:00,3.10,63.01,100.00,3.82,0.00,Weekend,Sunday,Light_Load
11/11/2018 17:45,2.92,100.00,22.89,0.00,12.42,Weekend,Sunday,Light_Load
03/07/2018 11:15,71.14,83.10,100.00,47.63,0.00,Weekday,Tuesday,Maximum_Load
20/07/2018 06:00,2.81,44.98,100.00,5.58,0.00,Weekday,Friday,Light_Load
05/08/2018 22:30,2.84,49.39,100.00,5.00,0.00,Weekend,Sunday,Light_Load
01/02/2018 15:45,75.35,89.38,100.00,37.80,0.00,Weekday,Thursday,Medium_Load
11/11/2018 13:45,3.28,100.00,19.72,0.00,16.31,Weekend,Sunday,Light_Load
26/01/2018 12:15,31.32,93.78,85.84,11.59,18.72,Weekday,Friday,Medium_Load
16/02/2018 03:45,3.92,63.65,100.00,4.75,0.00,Weekday,Friday,Light_Load
20/05/2018 22:30,3.13,46.62,100.00,5.94,0.00,Weekend,Sunday,Medium_Load
27/02/2018 22:30,6.16,70.14,100.00,6.26,0.00,Weekday,Tuesday,Maximum_Load
02/09/2018 06:00,2.63,50.79,100.00,4.46,0.00,Weekend,Sunday,Light_Load
12/01/2018 15:45,112.36,91.42,100.00,49.82,0.00,Weekday,Friday,Medium_Load
16/07/2018 22:00,3.82,100.00,22.90,0.00,16.24,Weekday,Monday,Medium_Load
05/07/2018 02:00,3.06,53.84,100.00,4.79,0.00,Weekday,Thursday,Light_Load
16/03/2018 15:30,122.94,91.26,100.00,55.08,0.00,Weekday,Friday,Maximum_Load
01/11/2018 22:45,3.71,44.06,100.00,7.56,0.00,Weekday,Thursday,Maximum_Load
30/09/2018 09:15,3.02,100.00,20.14,0.00,14.69,Weekend,Sunday,Light_Load
24/12/2018 08:45,64.58,85.78,100.00,38.70,0.00,Weekday,Monday,Light_Load
30/03/2018 16:00,56.38,89.51,100.00,28.08,0.00,Weekday,Friday,Maximum_Load
07/01/2018 20:00,4.07,100.00,17.53,0.00,22.86,Weekend,Sunday,Light_Load
06/03/2018 09:30,104.40,93.56,100.00,39.38,0.00,Weekday,Tuesday,Medium_Load
29/04/2018 08:30,2.77,60.24,100.00,3.67,0.00,Weekend,Sunday,Light_Load
15/02/2018 17:00,3.42,100.00,19.49,0.00,17.21,Weekday,Thursday,Light_Load
28/10/2018 18:30,3.28,100.00,36.83,0.00,8.28,Weekend,Sunday,Light_Load
19/12/2018 15:30,130.46,90.79,100.00,60.23,0.00,Weekday,Wednesday,Medium_Load
21/03/2018 17:00,66.78,92.24,100.00,27.97,0.00,Weekday,Wednesday,Maximum_Load
09/12/2018 05:15,3.74,76.99,99.93,3.10,0.14,Weekend,Sunday,Light_Load
17/10/2018 18:00,28.87,97.78,99.96,6.19,0.79,Weekday,Wednesday,Medium_Load
19/07/2018 20:45,63.22,88.08,100.00,33.98,0.00,Weekday,Thursday,Medium_Load
23/02/2018 03:15,5.94,63.43,100.00,7.24,0.00,Weekday,Friday,Light_Load
24/08/2018 21:15,6.70,100.00,41.43,0.00,14.72,Weekday,Friday,Medium_Load
25/10/2018 14:30,60.16,90.24,100.00,28.73,0.00,Weekday,Thursday,Maximum_Load
19/08/2018 04:45,2.74,49.42,100.00,4.82,0.00,Weekend,Sunday,Light_Load
20/03/2018 05:45,3.06,66.25,100.00,3.46,0.00,Weekday,Tuesday,Light_Load
03/08/2018 22:00,3.02,100.00,19.02,0.00,15.59,Weekday,Friday,Light_Load
11/04/2018 18:45,85.03,92.41,100.00,35.17,0.00,Weekday,Wednesday,Medium_Load
01/03/2018 05:00,3.67,61.14,100.00,4.75,0.00,Weekday,Thursday,Light_Load
24/07/2018 06:30,2.92,48.33,100.00,5.29,0.00,Weekday,Tuesday,Light_Load
10/02/2018 17:45,3.85,100.00,21.45,0.00,17.53,Weekend,Saturday,Light_Load
23/08/2018 06:30,3.17,46.84,100.00,5.98,0.00,Weekday,Thursday,Light_Load
20/04/2018 10:45,50.11,91.88,100.00,21.53,0.00,Weekday,Friday,Maximum_Load
26/10/2018 03:45,2.84,53.71,100.00,4.46,0.00,Weekday,Friday,Light_Load
16/02/2018 16:15,3.49,100.00,20.28,0.00,16.85,Weekday,Friday,Light_Load
03/02/2018 08:45,38.09,79.73,100.00,28.84,0.00,Weekend,Saturday,Light_Load
07/03/2018 01:30,3.13,71.96,100.00,3.02,0.00,Weekday,Wednesday,Light_Load
07/11/2018 22:30,3.74,47.60,100.00,6.91,0.00,Weekday,Wednesday,Maximum_Load
02/06/2018 06:00,2.95,44.90,100.00,5.87,0.00,Weekend,Saturday,Light_Load
23/01/2018 01:30,30.56,79.35,100.00,23.44,0.00,Weekday,Tuesday,Light_Load
02/08/2018 08:00,2.63,49.31,100.00,4.64,0.00,Weekday,Thursday,Light_Load
16/04/2018 11:00,61.20,89.59,100.00,30.35,0.00,Weekday,Monday,Maximum_Load
18/01/2018 07:45,42.37,81.03,100.00,30.64,0.00,Weekday,Thursday,Light_Load
02/09/2018 22:15,2.70,53.35,99.92,4.28,0.11,Weekend,Sunday,Medium_Load
20/05/2018 19:15,4.00,100.00,24.28,0.00,15.98,Weekend,Sunday,Medium_Load
24/02/2018 04:00,5.87,77.48,100.00,4.79,0.00,Weekend,Saturday,Light_Load
14/10/2018 01:00,2.99,49.70,100.00,5.22,0.00,Weekend,Sunday,Light_Load
24/03/2018 15:15,35.86,99.93,99.91,1.37,1.51,Weekend,Saturday,Maximum_Load
04/01/2018 20:30,69.30,86.65,100.00,39.92,0.00,Weekday,Thursday,Medium_Load
12/10/2018 22:45,3.53,50.21,100.00,6.08,0.00,Weekday,Friday,Medium_Load
12/08/2018 18:15,2.77,100.00,36.52,0.00,7.06,Weekend,Sunday,Light_Load
28/02/2018 23:45,5.29,68.80,100.00,5.58,0.00,Weekday,Wednesday,Light_Load
09/08/2018 08:45,109.98,78.19,100.00,87.70,0.00,Weekday,Thursday,Light_Load
28/05/2018 04:15,2.84,47.79,100.00,5.22,0.00,Weekday,Monday,Light_Load
25/01/2018 09:45,80.68,91.80,100.00,34.85,0.00,Weekday,Thursday,Medium_Load
28/12/2018 02:45,3.82,82.77,99.56,2.59,0.36,Weekday,Friday,Light_Load
13/02/2018 12:45,9.61,100.00,35.06,0.00,25.67,Weekday,Tuesday,Medium_Load
09/03/2018 22:30,3.85,66.19,100.00,4.36,0.00,Weekday,Friday,Medium_Load
28/07/2018 04:45,3.46,47.73,100.00,6.37,0.00,Weekend,Saturday,Light_Load
14/02/2018 17:15,4.21,100.00,16.36,0.00,25.38,Weekday,Wednesday,Light_Load
04/05/2018 05:15,2.99,62.44,100.00,3.74,0.00,Weekday,Friday,Light_Load
04/04/2018 12:45,5.36,100.00,19.77,0.00,26.57,Weekday,Wednesday,Medium_Load
04/08/2018 04:15,2.84,42.90,100.00,5.98,0.00,Weekend,Saturday,Light_Load
09/05/2018 23:30,3.60,75.05,100.00,3.17,0.00,Weekday,Wednesday,Light_Load
29/10/2018 05:00,2.77,47.37,100.00,5.15,0.00,Weekday,Monday,Light_Load
14/11/2018 10:45,58.10,89.11,100.00,29.59,0.00,Weekday,Wednesday,Maximum_Load
13/07/2018 06:00,2.84,45.81,100.00,5.51,0.00,Weekday,Friday,Light_Load
08/12/2018 14:00,50.51,95.10,100.00,16.42,0.00,Weekend,Saturday,Medium_Load
04/07/2018 08:30,87.37,83.44,100.00,57.71,0.00,Weekday,Wednesday,Light_Load
10/06/2018 05:45,2.84,47.30,100.00,5.29,0.00,Weekend,Sunday,Light_Load
10/07/2018 07:00,2.88,49.32,100.00,5.08,0.00,Weekday,Tuesday,Light_Load
10/11/2018 17:45,3.71,100.00,20.26,0.00,17.93,Weekend,Saturday,Maximum_Load
04/09/2018 20:30,88.09,96.36,100.00,24.44,0.00,Weekday,Tuesday,Medium_Load
11/03/2018 10:00,34.34,99.78,99.94,2.30,1.22,Weekend,Sunday,Medium_Load
24/01/2018 07:15,37.33,80.84,100.00,27.18,0.00,Weekday,Wednesday,Light_Load
27/05/2018 15:30,2.99,100.00,17.77,0.00,16.56,Weekend,Sunday,Light_Load
23/10/2018 10:45,44.32,89.17,100.00,22.50,0.00,Weekday,Tuesday,Maximum_Load
20/06/2018 13:15,34.56,95.34,97.84,10.94,7.31,Weekday,Wednesday,Maximum_Load
25/01/2018 01:45,35.10,82.22,100.00,24.30,0.00,Weekday,Thursday,Light_Load
09/02/2018 12:15,14.94,98.36,61.79,2.74,19.01,Weekday,Friday,Medium_Load
01/11/2018 10:30,56.52,90.70,100.00,26.24,0.00,Weekday,Thursday,Maximum_Load
15/12/2018 03:15,4.82,75.55,100.00,4.18,0.00,Weekend,Saturday,Light_Load
14/07/2018 02:30,2.74,52.35,100.00,4.46,0.00,Weekend,Saturday,Light_Load
04/02/2018 18:30,4.25,100.00,53.39,0.00,6.73,Weekend,Sunday,Light_Load
20/12/2018 00:30,4.03,82.41,99.60,2.77,0.36,Weekday,Thursday,Light_Load
29/04/2018 22:15,3.35,88.85,23.97,1.73,13.57,Weekend,Sunday,Light_Load
20/02/2018 05:00,5.83,74.76,100.00,5.18,0.00,Weekday,Tuesday,Light_Load
09/11/2018 00:00,4.90,57.84,100.00,6.91,0.00,Weekday,Friday,Light_Load
21/12/2018 23:45,4.00,83.56,99.23,2.63,0.50,Weekday,Friday,Light_Load
17/03/2018 16:45,92.99,98.48,100.00,16.38,0.00,Weekend,Saturday,Maximum_Load
18/05/2018 04:15,3.17,51.40,100.00,5.29,0.00,Weekday,Friday,Light_Load
16/03/2018 17:45,31.07,100.00,95.08,0.18,10.12,Weekday,Friday,Medium_Load
26/10/2018 22:00,3.96,100.00,24.46,0.00,15.70,Weekday,Friday,Medium_Load
30/04/2018 05:15,2.84,55.29,100.00,4.28,0.00,Weekday,Monday,Light_Load
21/11/2018 09:45,67.43,90.75,100.00,31.21,0.00,Weekday,Wednesday,Medium_Load
09/05/2018 18:45,55.33,87.27,100.00,30.96,0.00,Weekday,Wednesday,Medium_Load
10/08/2018 12:45,4.68,100.00,27.53,0.00,16.34,Weekday,Friday,Medium_Load
20/10/2018 18:45,5.29,100.00,28.14,0.00,18.04,Weekend,Saturday,Medium_Load
31/12/2018 14:30,3.56,100.00,22.61,0.00,15.34,Weekday,Monday,Light_Load
20/10/2018 10:30,59.18,88.21,100.00,31.61,0.00,Weekend,Saturday,Maximum_Load
09/08/2018 23:45,2.63,52.00,100.00,4.32,0.00,Weekday,Thursday,Light_Load
19/08/2018 01:15,2.59,52.40,100.00,4.21,0.00,Weekend,Sunday,Light_Load
02/07/2018 17:30,57.46,87.89,100.00,31.18,0.00,Weekday,Monday,Medium_Load
17/10/2018 17:30,42.52,91.18,100.00,19.15,0.22,Weekday,Wednesday,Medium_Load
22/12/2018 20:45,3.67,100.00,25.48,0.00,13.93,Weekend,Saturday,Light_Load
28/03/2018 21:15,8.96,100.00,35.81,0.00,23.36,Weekday,Wednesday,Medium_Load
12/06/2018 14:45,93.74,96.19,100.00,26.64,0.00,Weekday,Tuesday,Maximum_Load
15/01/2018 17:15,55.62,95.14,100.00,18.00,0.00,Weekday,Monday,Maximum_Load
14/01/2018 19:00,4.93,100.00,17.94,0.00,27.04,Weekend,Sunday,Maximum_Load
09/11/2018 08:00,6.05,76.83,100.00,5.04,0.00,Weekday,Friday,Light_Load
01/01/2018 23:15,3.53,71.82,100.00,3.42,0.00,Weekday,Monday,Light_Load
09/11/2018 12:15,5.15,100.00,27.45,0.00,18.04,Weekday,Friday,Medium_Load
03/04/2018 09:00,104.44,92.50,100.00,42.91,0.00,Weekday,Tuesday,Light_Load
23/08/2018 11:30,71.68,77.80,100.00,57.89,0.00,Weekday,Thursday,Maximum_Load
09/10/2018 00:15,3.20,45.69,100.00,6.23,0.00,Weekday,Tuesday,Light_Load
07/10/2018 05:30,2.56,49.12,100.00,4.54,0.00,Weekend,Sunday,Light_Load
25/02/2018 15:45,4.18,100.00,24.23,0.00,16.74,Weekend,Sunday,Light_Load
23/02/2018 11:15,68.08,80.31,100.00,50.51,0.00,Weekday,Friday,Maximum_Load
11/08/2018 02:30,2.70,47.22,100.00,5.04,0.00,Weekend,Saturday,Light_Load
13/03/2018 12:30,6.59,100.00,25.30,0.00,25.20,Weekday,Tuesday,Medium_Load
17/03/2018 08:00,3.49,69.61,100.00,3.60,0.00,Weekend,Saturday,Light_Load
19/03/2018 22:30,3.74,62.43,100.00,4.68,0.00,Weekday,Monday,Medium_Load
20/05/2018 17:30,4.03,100.00,24.50,0.00,15.95,Weekend,Sunday,Medium_Load
01/07/2018 07:45,3.28,71.91,100.00,3.17,0.00,Weekend,Sunday,Light_Load
31/01/2018 12:30,8.32,100.00,30.61,0.00,25.88,Weekday,Wednesday,Medium_Load
08/05/2018 10:15,83.70,93.67,100.00,31.28,0.00,Weekday,Tuesday,Maximum_Load
03/05/2018 01:30,3.71,71.77,100.00,3.60,0.00,Weekday,Thursday,Light_Load
16/11/2018 09:15,65.30,87.75,100.00,35.68,0.00,Weekday,Friday,Medium_Load
15/04/2018 08:45,3.42,63.05,99.92,4.21,0.14,Weekend,Sunday,Light_Load
27/11/2018 00:00,23.65,85.19,100.00,14.54,0.00,Weekday,Tuesday,Light_Load
02/02/2018 12:00,61.70,90.33,100.00,29.30,0.00,Weekday,Friday,Maximum_Load
18/03/2018 11:00,3.13,100.00,17.07,0.00,18.07,Weekend,Sunday,Light_Load
03/04/2018 00:15,3.67,62.04,100.00,4.64,0.00,Weekday,Tuesday,Light_Load
31/01/2018 18:45,74.12,98.46,99.98,13.18,1.44,Weekday,Wednesday,Maximum_Load
10/11/2018 05:45,3.74,45.75,100.00,7.27,0.00,Weekend,Saturday,Light_Load
20/01/2018 03:30,87.55,90.01,100.00,42.37,0.00,Weekend,Saturday,Light_Load
23/08/2018 16:30,49.46,89.18,100.00,25.09,0.00,Weekday,Thursday,Maximum_Load
24/11/2018 23:45,2.77,81.35,99.79,1.98,0.18,Weekend,Saturday,Light_Load
04/06/2018 23:15,4.21,53.84,100.00,6.59,0.00,Weekday,Monday,Light_Load
03/12/2018 15:00,54.22,90.84,100.00,24.95,0.00,Weekday,Monday,Medium_Load
15/01/2018 20:00,66.92,91.18,100.00,30.13,0.00,Weekday,Monday,Maximum_Load
17/09/2018 00:45,2.74,46.20,100.00,5.26,0.00,Weekday,Monday,Light_Load
16/03/2018 11:30,103.72,86.15,100.00,61.13,0.00,Weekday,Friday,Maximum_Load
17/01/2018 13:45,104.04,87.49,100.00,57.60,0.00,Weekday,Wednesday,Medium_Load
26/03/2018 06:45,3.06,67.44,100.00,3.35,0.00,Weekday,Monday,Light_Load
28/12/2018 16:15,30.06,100.00,97.73,0.04,6.52,Weekday,Friday,Medium_Load
27/01/2018 14:45,28.30,100.00,95.88,0.00,8.39,Weekend,Saturday,Medium_Load
02/07/2018 07:30,2.99,64.63,100.00,3.53,0.00,Weekday,Monday,Light_Load
13/03/2018 18:00,28.58,100.00,95.89,0.00,8.46,Weekday,Tuesday,Medium_Load
15/11/2018 03:30,4.07,62.00,100.00,5.15,0.00,Weekday,Thursday,Light_Load
16/08/2018 01:45,2.70,49.42,100.00,4.75,0.00,Weekday,Thursday,Light_Load
30/05/2018 14:00,45.40,97.20,100.00,10.98,0.07,Weekday,Wednesday,Maximum_Load
12/01/2018 13:30,100.30,92.74,100.00,40.46,0.00,Weekday,Friday,Medium_Load
09/03/2018 03:30,4.97,77.90,100.00,4.00,0.00,Weekday,Friday,Light_Load
07/06/2018 11:30,45.90,75.68,100.00,39.64,0.00,Weekday,Thursday,Maximum_Load
03/08/2018 02:45,3.20,47.18,100.00,5.98,0.00,Weekday,Friday,Light_Load
11/01/2018 01:00,4.61,70.18,100.00,4.68,0.00,Weekday,Thursday,Light_Load
